producer_cpu,consumer_cpu,producer_socket,consumer_socket,producer_core,consumer_core,producer_smt,consumer_smt,width,round,pinned,throughput_mps,effective_transfers,calibration_millis
2,7,0,0,2,7,0,0,0,1,1,314.605154299,33048960,2.180773
2,7,0,0,2,7,0,0,0,2,1,316.239243042,33048960,2.180773
2,7,0,0,2,7,0,0,0,3,1,319.695985765,33048960,2.180773
2,7,0,0,2,7,0,0,0,4,1,341.345228207,33048960,2.180773
2,8,0,1,2,0,0,0,0,0,1,105.446241404,17777760,4.054098
2,8,0,1,2,0,0,0,0,1,1,182.814482689,17777760,4.054098
2,8,0,1,2,0,0,0,0,2,1,154.843212772,17777760,4.054098
2,8,0,1,2,0,0,0,0,3,1,116.92367488,17777760,4.054098
2,8,0,1,2,0,0,0,0,4,1,114.40449299,17777760,4.054098
2,9,0,1,2,1,0,0,0,0,1,92.4027415333,9959880,7.236551
2,9,0,1,2,1,0,0,0,1,1,128.944703573,9959880,7.236551
2,9,0,1,2,1,0,0,0,2,1,93.8123907599,9959880,7.236551
2,9,0,1,2,1,0,0,0,3,1,94.0819972647,9959880,7.236551
2,9,0,1,2,1,0,0,0,4,1,94.9786916648,9959880,7.236551
2,10,0,1,2,2,0,0,0,0,1,126.48407909,16071720,4.484522
2,10,0,1,2,2,0,0,0,1,1,153.827452974,16071720,4.484522
2,10,0,1,2,2,0,0,0,2,1,130.298127504,16071720,4.484522
2,10,0,1,2,2,0,0,0,3,1,160.58702976,16071720,4.484522
2,10,0,1,2,2,0,0,0,4,1,153.650426608,16071720,4.484522
